GroupOfLine,TransportMode,LineNumber,Destination,JourneyDirection,StopAreaName,StopAreaNumber,StopPointNumber,StopPointDesignation,TimeTabledDateTime,ExpectedDateTime,DisplayTime,JourneyNumber,Deviations,RequestTime,Station
blåbuss,BUS,1,Stora Essingen,1,Fridhemsplan,10369,10745,H,2023-05-07T15:51:00,,-,1124,,2023-05-07 16:05:06.207165,Friedhemsplan
blåbuss,BUS,1,Frihamnen,2,Fridhemsplan,10369,10742,G,2023-05-07T15:57:00,,-,1034,,2023-05-07 16:05:06.207165,Friedhemsplan
,BUS,56,Stora Essingen,1,Fridhemsplan,10369,10745,H,2023-05-07T16:14:00,,-,6688,,2023-05-07 16:05:06.207165,Friedhemsplan
blåbuss,BUS,1,Stora Essingen,1,Fridhemsplan,10369,10745,H,2023-05-07T16:11:00,,-,1126,,2023-05-07 16:05:06.207165,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Alvik,1,Globen,1611,1611,1,2023-05-07T16:05:00,2023-05-07T16:05:00,Nu,16562,,2023-05-07 16:05:06.456330,Globen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,Globen,1611,1612,2,2023-05-07T16:12:30,2023-05-07T16:12:58,7 min,16148,,2023-05-07 16:05:06.456330,Globen
tunnelbanans gröna linje,METRO,19,Alvik,1,Globen,1611,1611,1,2023-05-07T16:15:00,2023-05-07T16:15:00,9 min,16563,,2023-05-07 16:05:06.456330,Globen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,Globen,1611,1612,2,2023-05-07T16:22:30,2023-05-07T16:22:39,17 min,16149,,2023-05-07 16:05:06.456330,Globen
tunnelbanans gröna linje,METRO,19,Alvik,1,Globen,1611,1611,1,2023-05-07T16:25:00,2023-05-07T16:25:00,19 min,16564,,2023-05-07 16:05:06.456330,Globen
Tvärbanan,TRAM,30,Sickla,2,Globen,4503,4504,4,2023-05-07T16:08:30,2023-05-07T16:09:00,3 min,21528,,2023-05-07 16:05:06.456330,Globen
Tvärbanan,TRAM,30,Solna station,1,Globen,4503,4503,3,2023-05-07T16:09:00,2023-05-07T16:09:52,4 min,11558,,2023-05-07 16:05:06.456330,Globen
Tvärbanan,TRAM,30,Sickla,2,Globen,4503,4504,4,2023-05-07T16:18:30,2023-05-07T16:18:30,13 min,21538,,2023-05-07 16:05:06.456330,Globen
Tvärbanan,TRAM,30,Solna station,1,Globen,4503,4503,3,2023-05-07T16:19:00,2023-05-07T16:19:00,16:19,11608,,2023-05-07 16:05:06.456330,Globen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-05-07T16:05:30,2023-05-07T16:06:05,Nu,26062,,2023-05-07 16:05:06.728149,Bergshamra
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Bergshamra,2241,2242,2,2023-05-07T16:05:45,2023-05-07T16:06:17,1 min,26352,,2023-05-07 16:05:06.728149,Bergshamra
tunnelbanans röda linje,METRO,14,Fruängen,2,Bergshamra,2241,2242,2,2023-05-07T16:09:15,2023-05-07T16:09:35,4 min,26353,,2023-05-07 16:05:06.728149,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-05-07T16:12:00,2023-05-07T16:12:29,7 min,26154,,2023-05-07 16:05:06.728149,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-05-07T16:11:52,2023-05-07T16:12:36,16:11,28110,"[{'Text': 'Inställd', 'Consequence': 'CANCELLED', 'ImportanceLevel': 0}]",2023-05-07 16:05:06.728149,Bergshamra
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Bergshamra,2241,2242,2,2023-05-07T16:15:45,2023-05-07T16:16:05,10 min,26354,,2023-05-07 16:05:06.728149,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-05-07T16:15:30,2023-05-07T16:16:12,11 min,26063,,2023-05-07 16:05:06.728149,Bergshamra
tunnelbanans röda linje,METRO,14,Fruängen,2,Bergshamra,2241,2242,2,2023-05-07T16:19:15,2023-05-07T16:19:15,16:19,26355,,2023-05-07 16:05:06.728149,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-05-07T16:22:00,2023-05-07T16:22:13,17 min,26155,,2023-05-07 16:05:06.728149,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-05-07T16:25:30,2023-05-07T16:25:39,20 min,26064,,2023-05-07 16:05:06.728149,Bergshamra
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Bergshamra,2241,2242,2,2023-05-07T16:25:45,2023-05-07T16:25:45,16:25,26356,,2023-05-07 16:05:06.728149,Bergshamra
tunnelbanans röda linje,METRO,14,Fruängen,2,Bergshamra,2241,2242,2,2023-05-07T16:29:15,2023-05-07T16:29:15,16:29,26357,,2023-05-07 16:05:06.728149,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-05-07T16:32:00,2023-05-07T16:32:00,16:32,26156,,2023-05-07 16:05:06.728149,Bergshamra
blåbuss,BUS,176,Stenhamra,2,Bergshamra bro,50388,50388,,2023-05-07T16:08:33,2023-05-07T16:09:07,3 min,12049,,2023-05-07 16:05:07.181482,Bergshamra bus
blåbuss,BUS,178,Jakobsbergs station,1,Bergshamra bro,50388,50388,,2023-05-07T16:12:08,2023-05-07T16:12:08,16:12,11608,,2023-05-07 16:05:07.181482,Bergshamra bus
blåbuss,BUS,176,Mörby station,1,Bergshamra bro,50388,50389,,2023-05-07T16:04:39,2023-05-07T16:12:28,7 min,12042,"[{'Text': 'Försenad pga framkomlighetsproblem.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-05-07 16:05:07.181482,Bergshamra bus
blåbuss,BUS,177,Mörby station,1,Bergshamra bro,50388,50389,,2023-05-07T16:14:04,2023-05-07T16:14:09,9 min,12136,"[{'Text': 'Försenad pga framkomlighetsproblem.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-05-07 16:05:07.181482,Bergshamra bus
blåbuss,BUS,178,Mörby station,2,Bergshamra bro,50388,50389,,2023-05-07T16:13:15,2023-05-07T16:17:35,12 min,21534,,2023-05-07 16:05:07.181482,Bergshamra bus
blåbuss,BUS,177,Skärvik,2,Bergshamra bro,50388,50388,,2023-05-07T16:18:33,2023-05-07T16:22:28,17 min,12141,,2023-05-07 16:05:07.181482,Bergshamra bus
blåbuss,BUS,178,Jakobsbergs station,1,Bergshamra bro,50388,50388,,2023-05-07T16:27:08,2023-05-07T16:27:08,16:27,11623,,2023-05-07 16:05:07.181482,Bergshamra bus
blåbuss,BUS,176,Stenhamra,2,Bergshamra bro,50388,50388,,2023-05-07T16:28:33,2023-05-07T16:28:33,23 min,12051,,2023-05-07 16:05:07.181482,Bergshamra bus
blåbuss,BUS,178,Mörby station,2,Bergshamra bro,50388,50389,,2023-05-07T16:28:15,2023-05-07T16:29:24,24 min,21549,,2023-05-07 16:05:07.181482,Bergshamra bus
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:04:30,2023-05-07T16:05:17,Nu,26063,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-05-07T16:05:30,2023-05-07T16:05:30,Nu,36280,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-05-07T16:06:30,2023-05-07T16:06:30,1 min,16561,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:07:00,2023-05-07T16:07:00,1 min,36056,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,14,Liljeholmen,2,T-Centralen,1051,2052,2,2023-05-07T16:07:30,2023-05-07T16:07:30,2 min,26350,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-05-07T16:07:30,2023-05-07T16:08:27,3 min,26502,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-05-07T16:09:00,2023-05-07T16:09:00,3 min,17102,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-05-07T16:10:00,2023-05-07T16:10:00,4 min,16345,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-05-07T16:10:30,2023-05-07T16:10:30,5 min,36382,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-05-07T16:11:00,2023-05-07T16:11:00,5 min,26351,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:11:00,2023-05-07T16:11:24,6 min,26155,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,T-Centralen,1051,1052,4,2023-05-07T16:12:00,2023-05-07T16:12:00,6 min,16149,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:12:00,2023-05-07T16:12:00,6 min,36175,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,17,Åkeshov,1,T-Centralen,1051,2051,1,2023-05-07T16:13:00,2023-05-07T16:13:00,7 min,16949,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-05-07T16:14:00,2023-05-07T16:14:00,8 min,26617,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:14:30,2023-05-07T16:14:46,9 min,26064,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-05-07T16:15:30,2023-05-07T16:15:30,10 min,36281,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,18,Farsta strand,2,T-Centralen,1051,1052,4,2023-05-07T16:15:30,2023-05-07T16:15:30,10 min,16669,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-05-07T16:16:30,2023-05-07T16:16:30,11 min,16562,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,14,Liljeholmen,2,T-Centralen,1051,2052,2,2023-05-07T16:17:30,2023-05-07T16:17:30,12 min,26352,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:17:00,2023-05-07T16:17:43,12 min,36057,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-05-07T16:17:30,2023-05-07T16:17:56,12 min,26503,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-05-07T16:19:00,2023-05-07T16:19:00,13 min,17103,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-05-07T16:20:30,2023-05-07T16:20:30,16:20,36383,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-05-07T16:20:00,2023-05-07T16:20:36,15 min,16346,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-05-07T16:21:00,2023-05-07T16:21:00,15 min,26353,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:21:00,2023-05-07T16:21:00,16:21,26156,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,T-Centralen,1051,1052,4,2023-05-07T16:22:00,2023-05-07T16:22:00,16:22,16150,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:22:00,2023-05-07T16:22:00,16 min,36176,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,17,Åkeshov,1,T-Centralen,1051,2051,1,2023-05-07T16:23:00,2023-05-07T16:23:00,17 min,16950,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-05-07T16:24:00,2023-05-07T16:24:00,18 min,26618,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:24:30,2023-05-07T16:24:46,19 min,26065,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-05-07T16:25:30,2023-05-07T16:25:30,16:25,36282,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,18,Farsta strand,2,T-Centralen,1051,1052,4,2023-05-07T16:25:30,2023-05-07T16:25:30,20 min,16670,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-05-07T16:26:30,2023-05-07T16:26:30,21 min,16563,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:27:00,2023-05-07T16:27:00,21 min,36058,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,14,Liljeholmen,2,T-Centralen,1051,2052,2,2023-05-07T16:27:30,2023-05-07T16:27:30,22 min,26354,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-05-07T16:29:00,2023-05-07T16:29:00,23 min,17104,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-05-07T16:27:30,2023-05-07T16:29:09,23 min,26504,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-05-07T16:30:00,2023-05-07T16:30:00,24 min,16347,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-05-07T16:30:30,2023-05-07T16:30:30,16:30,36384,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:31:00,2023-05-07T16:31:00,16:31,26157,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-05-07T16:31:00,2023-05-07T16:31:00,16:31,26355,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:32:00,2023-05-07T16:32:00,26 min,36177,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,T-Centralen,1051,1052,4,2023-05-07T16:32:00,2023-05-07T16:32:00,16:32,16151,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans gröna linje,METRO,17,Åkeshov,1,T-Centralen,1051,2051,1,2023-05-07T16:33:00,2023-05-07T16:33:00,27 min,16951,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-05-07T16:34:00,2023-05-07T16:34:00,16:34,26619,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:34:30,2023-05-07T16:34:46,29 min,26066,,2023-05-07 16:05:23.383456,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-05-07T16:07:00,2023-05-07T16:07:21,1 min,26154,,2023-05-07 16:05:24.189475,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-05-07T16:06:52,2023-05-07T16:07:26,16:06,28110,"[{'Text': 'Inställd', 'Consequence': 'CANCELLED', 'ImportanceLevel': 0}]",2023-05-07 16:05:24.189475,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-05-07T16:10:30,2023-05-07T16:11:03,5 min,26063,,2023-05-07 16:05:24.189475,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Tekniska högskolan,2221,2222,2,2023-05-07T16:11:30,2023-05-07T16:11:44,6 min,26352,,2023-05-07 16:05:24.189475,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Fruängen,2,Tekniska högskolan,2221,2222,2,2023-05-07T16:15:00,2023-05-07T16:15:02,9 min,26353,,2023-05-07 16:05:24.189475,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-05-07T16:17:00,2023-05-07T16:17:05,11 min,26155,,2023-05-07 16:05:24.189475,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-05-07T16:20:30,2023-05-07T16:20:30,15 min,26064,,2023-05-07 16:05:24.189475,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Tekniska högskolan,2221,2222,2,2023-05-07T16:21:30,2023-05-07T16:21:32,16 min,26354,,2023-05-07 16:05:24.189475,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Fruängen,2,Tekniska högskolan,2221,2222,2,2023-05-07T16:25:00,2023-05-07T16:25:00,16:25,26355,,2023-05-07 16:05:24.189475,Tekniska högskolan
blåbuss,BUS,4,Gullmarsplan,1,Östra station,10194,10317,B,2023-05-07T16:04:00,2023-05-07T16:05:43,Nu,3928,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:05:24.189475,Tekniska högskolan
,BUS,67,Blockhusudden,1,Östra station,10194,10195,M,2023-05-07T16:07:00,2023-05-07T16:07:00,1 min,8799,,2023-05-07 16:05:24.189475,Tekniska högskolan
blåbuss,BUS,4,Gullmarsplan,1,Östra station,10194,10317,B,2023-05-07T15:56:00,2023-05-07T16:08:57,3 min,3927,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:05:24.189475,Tekniska högskolan
blåbuss,BUS,670,Vaxholm,1,Tekniska högskolan,60080,60083,F,2023-05-07T16:09:00,2023-05-07T16:09:00,16:09,11611,"[{'Text': 'Vägarbete i Engarn. Förändringar för flertalet linjer. Sök din resa i reseplaneraren. Detta gäller mellan 2023-04-03 till 2023-06-22.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 5}]",2023-05-07 16:05:24.189475,Tekniska högskolan
blåbuss,BUS,4,Gullmarsplan,1,Östra station,10194,10317,B,2023-05-07T16:12:00,2023-05-07T16:13:18,7 min,3929,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:05:24.189475,Tekniska högskolan
blåbuss,BUS,6,Ropsten,1,Östra station,10194,10195,M,2023-05-07T16:14:00,2023-05-07T16:14:51,9 min,4567,,2023-05-07 16:05:24.189475,Tekniska högskolan
blåbuss,BUS,4,Radiohuset,2,Östra station,10194,10195,M,2023-05-07T16:10:00,2023-05-07T16:15:42,10 min,3815,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:05:24.189475,Tekniska högskolan
blåbuss,BUS,676,Norrtälje,1,Tekniska högskolan,60080,60088,G,2023-05-07T16:20:00,2023-05-07T16:20:00,16:20,11620,,2023-05-07 16:05:24.189475,Tekniska högskolan
blåbuss,BUS,4,Gullmarsplan,1,Östra station,10194,10317,B,2023-05-07T16:20:00,2023-05-07T16:20:00,16:20,3930,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:05:24.189475,Tekniska högskolan
blåbuss,BUS,6,Karolinska institutet,2,Östra station,10194,10317,B,2023-05-07T16:20:00,2023-05-07T16:20:00,16:20,4636,,2023-05-07 16:05:24.189475,Tekniska högskolan
blåbuss,BUS,4,Radiohuset,2,Östra station,10194,10195,M,2023-05-07T16:18:00,2023-05-07T16:20:04,14 min,3816,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:05:24.189475,Tekniska högskolan
,BUS,67,Blockhusudden,1,Östra station,10194,10195,M,2023-05-07T16:22:00,2023-05-07T16:22:00,16:22,8800,,2023-05-07 16:05:24.189475,Tekniska högskolan
,BUS,67,Odenplan,2,Östra station,10194,10194,A,2023-05-07T16:20:00,2023-05-07T16:23:42,18 min,8740,,2023-05-07 16:05:24.189475,Tekniska högskolan
,BUS,67,Odenplan,2,Östra station,10194,10194,A,2023-05-07T16:05:00,2023-05-07T16:23:44,18 min,8739,,2023-05-07 16:05:24.189475,Tekniska högskolan
blåbuss,BUS,6,Karolinska institutet,2,Östra station,10194,10317,B,2023-05-07T16:05:00,,-,4635,,2023-05-07 16:05:24.189475,Tekniska högskolan
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Solna centrum,3211,3212,2,2023-05-07T16:07:30,2023-05-07T16:09:07,3 min,36057,,2023-05-07 16:05:24.383778,Solna Centrum
tunnelbanans blå linje,METRO,11,Akalla,1,Solna centrum,3211,3211,1,2023-05-07T16:09:30,2023-05-07T16:09:45,4 min,36381,,2023-05-07 16:05:24.383778,Solna Centrum
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Solna centrum,3211,3212,2,2023-05-07T16:17:30,2023-05-07T16:17:55,12 min,36058,,2023-05-07 16:05:24.383778,Solna Centrum
tunnelbanans blå linje,METRO,11,Akalla,1,Solna centrum,3211,3211,1,2023-05-07T16:19:30,2023-05-07T16:19:45,14 min,36382,,2023-05-07 16:05:24.383778,Solna Centrum
,BUS,113,Blackebergs gård,2,Solna centrum,12506,50726,F,2023-05-07T16:08:00,2023-05-07T16:08:00,16:08,20853,,2023-05-07 16:05:24.383778,Solna Centrum
,BUS,512,Spånga station,2,Solna centrum,12506,50721,A,2023-05-07T16:10:00,2023-05-07T16:10:00,4 min,20668,,2023-05-07 16:05:24.383778,Solna Centrum
,BUS,509,Danderyds sjukhus,1,Solna centrum,12506,50722,B,2023-05-07T16:15:00,2023-05-07T16:15:00,16:15,20737,,2023-05-07 16:05:24.383778,Solna Centrum
,BUS,513,Hagalund,1,Solna centrum,12506,50725,E,2023-05-07T16:17:00,2023-05-07T16:17:00,16:17,20782,,2023-05-07 16:05:24.383778,Solna Centrum
,BUS,129,Brommaplan,2,Solna centrum,12506,50721,A,2023-05-07T16:18:00,2023-05-07T16:18:00,12 min,20669,,2023-05-07 16:05:24.383778,Solna Centrum
,BUS,505,Bagartorp,1,Solna centrum,12506,50726,F,2023-05-07T16:22:00,2023-05-07T16:22:00,16:22,20854,,2023-05-07 16:05:24.383778,Solna Centrum
,BUS,113,Blackebergs gård,2,Solna centrum,12506,50726,F,2023-05-07T16:23:00,2023-05-07T16:23:00,16:23,20855,,2023-05-07 16:05:24.383778,Solna Centrum
,BUS,506,Karolinska sjukhuset,2,Solna centrum,12506,12506,K,2023-05-07T16:25:00,2023-05-07T16:25:00,16:25,20195,,2023-05-07 16:05:24.383778,Solna Centrum
Tvärbanan,TRAM,30,Solna station,1,Solna centrum,4547,4547,3,2023-05-07T16:08:00,2023-05-07T16:08:00,2 min,11518,,2023-05-07 16:05:24.383778,Solna Centrum
Tvärbanan,TRAM,30,Sickla,2,Solna centrum,4547,4548,4,2023-05-07T16:10:00,2023-05-07T16:10:00,16:10,21608,,2023-05-07 16:05:24.383778,Solna Centrum
Tvärbanan,TRAM,30,Solna station,1,Solna centrum,4547,4547,3,2023-05-07T16:18:00,2023-05-07T16:18:00,12 min,11528,,2023-05-07 16:05:24.383778,Solna Centrum
Tvärbanan,TRAM,30,Sickla,2,Solna centrum,4547,4548,4,2023-05-07T16:20:00,2023-05-07T16:20:00,16:20,21618,,2023-05-07 16:05:24.383778,Solna Centrum
blåbuss,BUS,177,Mörby station,1,Solna centrum norra,50195,50195,,2023-05-07T16:02:08,2023-05-07T16:04:59,Nu,12136,"[{'Text': 'Försenad pga framkomlighetsproblem.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-05-07 16:05:24.636257,Solna Bus
blåbuss,BUS,177,Skärvik,2,Solna centrum norra,50195,50196,,2023-05-07T16:08:53,2023-05-07T16:10:09,4 min,12139,,2023-05-07 16:05:24.636257,Solna Bus
,BUS,513,Hagalund,1,Solna centrum norra,50195,50195,,2023-05-07T16:18:44,2023-05-07T16:18:44,16:18,20782,,2023-05-07 16:05:24.636257,Solna Bus
blåbuss,BUS,176,Stenhamra,2,Solna centrum norra,50195,50196,,2023-05-07T16:18:53,2023-05-07T16:19:20,13 min,12049,,2023-05-07 16:05:24.636257,Solna Bus
tunnelbanans gröna linje,METRO,18,Farsta strand,2,Fridhemsplan,1151,1152,2,2023-05-07T16:07:15,2023-05-07T16:07:15,1 min,16669,,2023-05-07 16:05:24.873447,Friedhemsplan
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-05-07T16:08:00,2023-05-07T16:08:32,3 min,36175,,2023-05-07 16:05:24.873447,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,Fridhemsplan,1151,1151,1,2023-05-07T16:07:30,2023-05-07T16:08:35,3 min,16344,,2023-05-07 16:05:24.873447,Friedhemsplan
