StartStation,EndStation,Lines,DepartureStations,ArrivalStations,DepartureTime,ArrivalTime,TransitionTime,RequestTime
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 29), 0, datetime.datetime(1900, 1, 1, 16, 42)]","[datetime.datetime(1900, 1, 1, 16, 36), 0, datetime.datetime(1900, 1, 1, 16, 51)]","[0, 3.0, 0]",2023-05-11 16:18:04.970155
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 34), 0, datetime.datetime(1900, 1, 1, 16, 49)]","[datetime.datetime(1900, 1, 1, 16, 41), 0, datetime.datetime(1900, 1, 1, 16, 58)]","[0, 3.0, 0]",2023-05-11 16:18:04.970155
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 39), 0, datetime.datetime(1900, 1, 1, 16, 49)]","[datetime.datetime(1900, 1, 1, 16, 46), 0, datetime.datetime(1900, 1, 1, 16, 58)]","[0, 3.0, 0]",2023-05-11 16:18:04.970155
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 44), 0, datetime.datetime(1900, 1, 1, 16, 56)]","[datetime.datetime(1900, 1, 1, 16, 51), 0, datetime.datetime(1900, 1, 1, 17, 5)]","[0, 3.0, 0]",2023-05-11 16:18:04.970155
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 49), 0, datetime.datetime(1900, 1, 1, 17, 3)]","[datetime.datetime(1900, 1, 1, 16, 56), 0, datetime.datetime(1900, 1, 1, 17, 12)]","[0, 3.0, 0]",2023-05-11 16:18:04.970155
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 16, 21), 0, datetime.datetime(1900, 1, 1, 16, 39)]","[datetime.datetime(1900, 1, 1, 16, 31), 0, datetime.datetime(1900, 1, 1, 16, 45)]","[0, 4.0, 0]",2023-05-11 16:18:05.462255
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 16, 28), 0, datetime.datetime(1900, 1, 1, 16, 44)]","[datetime.datetime(1900, 1, 1, 16, 38), 0, datetime.datetime(1900, 1, 1, 16, 50)]","[0, 4.0, 0]",2023-05-11 16:18:05.462255
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 16, 35), 0, datetime.datetime(1900, 1, 1, 16, 54)]","[datetime.datetime(1900, 1, 1, 16, 45), 0, datetime.datetime(1900, 1, 1, 17, 0)]","[0, 4.0, 0]",2023-05-11 16:18:05.462255
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 16, 42), 0, datetime.datetime(1900, 1, 1, 16, 59)]","[datetime.datetime(1900, 1, 1, 16, 52), 0, datetime.datetime(1900, 1, 1, 17, 5)]","[0, 4.0, 0]",2023-05-11 16:18:05.462255
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 16, 49), 0, datetime.datetime(1900, 1, 1, 17, 4)]","[datetime.datetime(1900, 1, 1, 16, 59), 0, datetime.datetime(1900, 1, 1, 17, 10)]","[0, 4.0, 0]",2023-05-11 16:18:05.462255
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 16, 11)]","[datetime.datetime(1900, 1, 1, 16, 51)]",[0],2023-05-11 16:18:06.530791
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 16, 18)]","[datetime.datetime(1900, 1, 1, 16, 58)]",[0],2023-05-11 16:18:06.530791
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 21), 0, datetime.datetime(1900, 1, 1, 16, 35)]","[datetime.datetime(1900, 1, 1, 16, 32), 0, datetime.datetime(1900, 1, 1, 16, 44)]","[0, 3.0, 0]",2023-05-11 16:18:06.530791
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 16, 25)]","[datetime.datetime(1900, 1, 1, 17, 5)]",[0],2023-05-11 16:18:06.530791
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 26), 0, datetime.datetime(1900, 1, 1, 16, 42)]","[datetime.datetime(1900, 1, 1, 16, 37), 0, datetime.datetime(1900, 1, 1, 16, 51)]","[0, 3.0, 0]",2023-05-11 16:18:06.530791
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 16, 31)]","[datetime.datetime(1900, 1, 1, 17, 11)]",[0],2023-05-11 16:18:06.530791
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 33), 0, datetime.datetime(1900, 1, 1, 16, 49)]","[datetime.datetime(1900, 1, 1, 16, 45), 0, datetime.datetime(1900, 1, 1, 16, 58)]","[0, 3.0, 0]",2023-05-11 16:18:06.530791
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 16, 21), 0, datetime.datetime(1900, 1, 1, 16, 40)]","[datetime.datetime(1900, 1, 1, 16, 31), 0, datetime.datetime(1900, 1, 1, 16, 51)]","[0, 3.0, 0]",2023-05-11 16:18:06.977767
Solna Centrum,Globen,"[152, 30]","['Solna centrum (på Huvudstagatan)', 'Liljeholmen', 'Liljeholmen']","['Liljeholmen', 'Liljeholmen', 'Globen']","[datetime.datetime(1900, 1, 1, 16, 22), 0, datetime.datetime(1900, 1, 1, 16, 31)]","[datetime.datetime(1900, 1, 1, 16, 56), 0, datetime.datetime(1900, 1, 1, 16, 41)]","[0, 4.0, 0]",2023-05-11 16:18:06.977767
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 16, 22)]","[datetime.datetime(1900, 1, 1, 17, 1)]",[0],2023-05-11 16:18:06.977767
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 16, 28), 0, datetime.datetime(1900, 1, 1, 16, 45)]","[datetime.datetime(1900, 1, 1, 16, 38), 0, datetime.datetime(1900, 1, 1, 16, 56)]","[0, 3.0, 0]",2023-05-11 16:18:06.977767
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 16, 29)]","[datetime.datetime(1900, 1, 1, 17, 8)]",[0],2023-05-11 16:18:06.977767
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 16, 35), 0, datetime.datetime(1900, 1, 1, 16, 53)]","[datetime.datetime(1900, 1, 1, 16, 45), 0, datetime.datetime(1900, 1, 1, 17, 4)]","[0, 3.0, 0]",2023-05-11 16:18:06.977767
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 16, 35)]","[datetime.datetime(1900, 1, 1, 17, 14)]",[0],2023-05-11 16:18:06.977767
Tekniska högskolan,Fridhemsplan,"[4, 18]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 16, 19), 0, 0, datetime.datetime(1900, 1, 1, 16, 32)]","[datetime.datetime(1900, 1, 1, 16, 26), 0, 0, datetime.datetime(1900, 1, 1, 16, 35)]","[0, 2.0, 3.0, 0]",2023-05-11 16:18:46.669399
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 16, 19)]","[datetime.datetime(1900, 1, 1, 16, 37)]",[0],2023-05-11 16:18:46.669399
Tekniska högskolan,Fridhemsplan,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 16, 24), 0, datetime.datetime(1900, 1, 1, 16, 35)]","[datetime.datetime(1900, 1, 1, 16, 31), 0, datetime.datetime(1900, 1, 1, 16, 38)]","[0, 3.0, 0]",2023-05-11 16:18:46.669399
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 16, 24)]","[datetime.datetime(1900, 1, 1, 16, 42)]",[0],2023-05-11 16:18:46.669399
Tekniska högskolan,Fridhemsplan,"[4, 19]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 16, 29), 0, 0, datetime.datetime(1900, 1, 1, 16, 42)]","[datetime.datetime(1900, 1, 1, 16, 36), 0, 0, datetime.datetime(1900, 1, 1, 16, 45)]","[0, 2.0, 3.0, 0]",2023-05-11 16:18:46.669399
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 16, 29)]","[datetime.datetime(1900, 1, 1, 16, 47)]",[0],2023-05-11 16:18:46.669399
Fridhemsplan,Tekniska högskolan,"[10, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 16, 16), 0, datetime.datetime(1900, 1, 1, 16, 24)]","[datetime.datetime(1900, 1, 1, 16, 21), 0, datetime.datetime(1900, 1, 1, 16, 30)]","[0, 4.0, 0]",2023-05-11 16:18:47.010740
Fridhemsplan,Tekniska högskolan,"[11, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 16, 20), 0, datetime.datetime(1900, 1, 1, 16, 29)]","[datetime.datetime(1900, 1, 1, 16, 24), 0, datetime.datetime(1900, 1, 1, 16, 35)]","[0, 4.0, 0]",2023-05-11 16:18:47.010740
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 16, 20)]","[datetime.datetime(1900, 1, 1, 16, 37)]",[0],2023-05-11 16:18:47.010740
Fridhemsplan,Tekniska högskolan,"[18, 6]","['Fridhemsplan', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Odenplan', 'Östra station']","[datetime.datetime(1900, 1, 1, 16, 21), 0, 0, 0, datetime.datetime(1900, 1, 1, 16, 32)]","[datetime.datetime(1900, 1, 1, 16, 25), 0, 0, 0, datetime.datetime(1900, 1, 1, 16, 38)]","[0, 3.0, 2.0, 1.0, 0]",2023-05-11 16:18:47.010740
Fridhemsplan,Tekniska högskolan,[61],"['Fridhemsplan', 'Valhallavägen']","['Valhallavägen', 'Odengatan Valhallavägen']","[datetime.datetime(1900, 1, 1, 16, 22), 0]","[datetime.datetime(1900, 1, 1, 16, 45), 0]","[0, 2.0]",2023-05-11 16:18:47.010740
Fridhemsplan,Tekniska högskolan,"[10, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 16, 23), 0, datetime.datetime(1900, 1, 1, 16, 34)]","[datetime.datetime(1900, 1, 1, 16, 28), 0, datetime.datetime(1900, 1, 1, 16, 40)]","[0, 4.0, 0]",2023-05-11 16:18:47.010740
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 16, 25)]","[datetime.datetime(1900, 1, 1, 16, 42)]",[0],2023-05-11 16:18:47.010740
Fridhemsplan,Tekniska högskolan,"[11, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 16, 27), 0, datetime.datetime(1900, 1, 1, 16, 39)]","[datetime.datetime(1900, 1, 1, 16, 31), 0, datetime.datetime(1900, 1, 1, 16, 45)]","[0, 4.0, 0]",2023-05-11 16:18:47.010740
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 19), 0, datetime.datetime(1900, 1, 1, 16, 28)]","[datetime.datetime(1900, 1, 1, 16, 26), 0, datetime.datetime(1900, 1, 1, 16, 37)]","[0, 3.0, 0]",2023-05-11 16:18:47.578644
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 24), 0, datetime.datetime(1900, 1, 1, 16, 35)]","[datetime.datetime(1900, 1, 1, 16, 31), 0, datetime.datetime(1900, 1, 1, 16, 44)]","[0, 3.0, 0]",2023-05-11 16:18:47.578644
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 29), 0, datetime.datetime(1900, 1, 1, 16, 42)]","[datetime.datetime(1900, 1, 1, 16, 36), 0, datetime.datetime(1900, 1, 1, 16, 51)]","[0, 3.0, 0]",2023-05-11 16:18:47.578644
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 34), 0, datetime.datetime(1900, 1, 1, 16, 49)]","[datetime.datetime(1900, 1, 1, 16, 41), 0, datetime.datetime(1900, 1, 1, 16, 58)]","[0, 3.0, 0]",2023-05-11 16:18:47.578644
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 39), 0, datetime.datetime(1900, 1, 1, 16, 49)]","[datetime.datetime(1900, 1, 1, 16, 46), 0, datetime.datetime(1900, 1, 1, 16, 58)]","[0, 3.0, 0]",2023-05-11 16:18:47.578644
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 44), 0, datetime.datetime(1900, 1, 1, 16, 56)]","[datetime.datetime(1900, 1, 1, 16, 51), 0, datetime.datetime(1900, 1, 1, 17, 5)]","[0, 3.0, 0]",2023-05-11 16:18:47.578644
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 49), 0, datetime.datetime(1900, 1, 1, 17, 3)]","[datetime.datetime(1900, 1, 1, 16, 56), 0, datetime.datetime(1900, 1, 1, 17, 12)]","[0, 3.0, 0]",2023-05-11 16:18:47.578644
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 16, 21), 0, datetime.datetime(1900, 1, 1, 16, 39)]","[datetime.datetime(1900, 1, 1, 16, 31), 0, datetime.datetime(1900, 1, 1, 16, 45)]","[0, 4.0, 0]",2023-05-11 16:18:48.116088
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 16, 28), 0, datetime.datetime(1900, 1, 1, 16, 44)]","[datetime.datetime(1900, 1, 1, 16, 38), 0, datetime.datetime(1900, 1, 1, 16, 50)]","[0, 4.0, 0]",2023-05-11 16:18:48.116088
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 16, 35), 0, datetime.datetime(1900, 1, 1, 16, 54)]","[datetime.datetime(1900, 1, 1, 16, 45), 0, datetime.datetime(1900, 1, 1, 17, 0)]","[0, 4.0, 0]",2023-05-11 16:18:48.116088
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 16, 42), 0, datetime.datetime(1900, 1, 1, 16, 59)]","[datetime.datetime(1900, 1, 1, 16, 52), 0, datetime.datetime(1900, 1, 1, 17, 5)]","[0, 4.0, 0]",2023-05-11 16:18:48.116088
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 16, 49), 0, datetime.datetime(1900, 1, 1, 17, 4)]","[datetime.datetime(1900, 1, 1, 16, 59), 0, datetime.datetime(1900, 1, 1, 17, 10)]","[0, 4.0, 0]",2023-05-11 16:18:48.116088
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 16, 18)]","[datetime.datetime(1900, 1, 1, 16, 58)]",[0],2023-05-11 16:18:48.350157
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 16, 25)]","[datetime.datetime(1900, 1, 1, 17, 5)]",[0],2023-05-11 16:18:48.350157
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 26), 0, datetime.datetime(1900, 1, 1, 16, 42)]","[datetime.datetime(1900, 1, 1, 16, 37), 0, datetime.datetime(1900, 1, 1, 16, 51)]","[0, 3.0, 0]",2023-05-11 16:18:48.350157
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 16, 31)]","[datetime.datetime(1900, 1, 1, 17, 11)]",[0],2023-05-11 16:18:48.350157
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 16, 33), 0, datetime.datetime(1900, 1, 1, 16, 49)]","[datetime.datetime(1900, 1, 1, 16, 45), 0, datetime.datetime(1900, 1, 1, 16, 58)]","[0, 3.0, 0]",2023-05-11 16:18:48.350157
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 16, 15)]","[datetime.datetime(1900, 1, 1, 16, 54)]",[0],2023-05-11 16:18:49.534751
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 16, 21), 0, datetime.datetime(1900, 1, 1, 16, 40)]","[datetime.datetime(1900, 1, 1, 16, 31), 0, datetime.datetime(1900, 1, 1, 16, 51)]","[0, 3.0, 0]",2023-05-11 16:18:49.534751
Solna Centrum,Globen,"[152, 30]","['Solna centrum (på Huvudstagatan)', 'Liljeholmen', 'Liljeholmen']","['Liljeholmen', 'Liljeholmen', 'Globen']","[datetime.datetime(1900, 1, 1, 16, 22), 0, datetime.datetime(1900, 1, 1, 16, 31)]","[datetime.datetime(1900, 1, 1, 16, 56), 0, datetime.datetime(1900, 1, 1, 16, 41)]","[0, 4.0, 0]",2023-05-11 16:18:49.534751
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 16, 22)]","[datetime.datetime(1900, 1, 1, 17, 1)]",[0],2023-05-11 16:18:49.534751
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 16, 28), 0, datetime.datetime(1900, 1, 1, 16, 45)]","[datetime.datetime(1900, 1, 1, 16, 38), 0, datetime.datetime(1900, 1, 1, 16, 56)]","[0, 3.0, 0]",2023-05-11 16:18:49.534751
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 16, 29)]","[datetime.datetime(1900, 1, 1, 17, 8)]",[0],2023-05-11 16:18:49.534751
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 16, 35), 0, datetime.datetime(1900, 1, 1, 16, 53)]","[datetime.datetime(1900, 1, 1, 16, 45), 0, datetime.datetime(1900, 1, 1, 17, 4)]","[0, 3.0, 0]",2023-05-11 16:18:49.534751
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 16, 35)]","[datetime.datetime(1900, 1, 1, 17, 14)]",[0],2023-05-11 16:18:49.534751
Tekniska högskolan,Fridhemsplan,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 16, 19), 0, datetime.datetime(1900, 1, 1, 16, 28)]","[datetime.datetime(1900, 1, 1, 16, 26), 0, datetime.datetime(1900, 1, 1, 16, 31)]","[0, 3.0, 0]",2023-05-11 16:19:24.978337
Tekniska högskolan,Fridhemsplan,"[4, 18]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 16, 19), 0, 0, datetime.datetime(1900, 1, 1, 16, 32)]","[datetime.datetime(1900, 1, 1, 16, 26), 0, 0, datetime.datetime(1900, 1, 1, 16, 35)]","[0, 2.0, 3.0, 0]",2023-05-11 16:19:24.978337
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 16, 19)]","[datetime.datetime(1900, 1, 1, 16, 37)]",[0],2023-05-11 16:19:24.978337
Tekniska högskolan,Fridhemsplan,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 16, 24), 0, datetime.datetime(1900, 1, 1, 16, 35)]","[datetime.datetime(1900, 1, 1, 16, 31), 0, datetime.datetime(1900, 1, 1, 16, 38)]","[0, 3.0, 0]",2023-05-11 16:19:24.978337
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 16, 24)]","[datetime.datetime(1900, 1, 1, 16, 42)]",[0],2023-05-11 16:19:24.978337
Tekniska högskolan,Fridhemsplan,"[14, 10]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 16, 29), 0, datetime.datetime(1900, 1, 1, 16, 39)]","[datetime.datetime(1900, 1, 1, 16, 36), 0, datetime.datetime(1900, 1, 1, 16, 42)]","[0, 3.0, 0]",2023-05-11 16:19:24.978337
Tekniska högskolan,Fridhemsplan,"[4, 19]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 16, 29), 0, 0, datetime.datetime(1900, 1, 1, 16, 42)]","[datetime.datetime(1900, 1, 1, 16, 36), 0, 0, datetime.datetime(1900, 1, 1, 16, 45)]","[0, 2.0, 3.0, 0]",2023-05-11 16:19:24.978337
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 16, 29)]","[datetime.datetime(1900, 1, 1, 16, 47)]",[0],2023-05-11 16:19:24.978337
Fridhemsplan,Tekniska högskolan,"[11, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 16, 20), 0, datetime.datetime(1900, 1, 1, 16, 29)]","[datetime.datetime(1900, 1, 1, 16, 24), 0, datetime.datetime(1900, 1, 1, 16, 35)]","[0, 4.0, 0]",2023-05-11 16:19:25.258621
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 16, 20)]","[datetime.datetime(1900, 1, 1, 16, 37)]",[0],2023-05-11 16:19:25.258621
Fridhemsplan,Tekniska högskolan,"[10, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 16, 23), 0, datetime.datetime(1900, 1, 1, 16, 34)]","[datetime.datetime(1900, 1, 1, 16, 28), 0, datetime.datetime(1900, 1, 1, 16, 40)]","[0, 4.0, 0]",2023-05-11 16:19:25.258621
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 16, 25)]","[datetime.datetime(1900, 1, 1, 16, 42)]",[0],2023-05-11 16:19:25.258621
